dataset,x,load_percent,metric,source,minimum_bits,minimum_count,epoch,points,fit_min_bits,fit_max_bits,intercept,slope_blocks_per_bit,residual_blocks,r_squared,estimate_at_2^-96
primary,8,120,insertion,full-window,10.000000000,1024,,7,10.298639384,14.709981153,3.065419991,1.357612006,0.036641326,0.999760252,133.396172594
primary,8,120,insertion,full-window,12.000000000,32,,8,12.442296986,18.445411148,5.714368739,1.163515017,0.157287536,0.996465804,117.411810411
primary,8,120,insertion,full-window,12.000000000,64,,8,12.442296986,18.445411148,5.714368739,1.163515017,0.157287536,0.996465804,117.411810411
primary,8,120,insertion,full-window,12.000000000,256,,6,12.442296986,16.476438044,4.579774193,1.245161236,0.083815719,0.998394269,124.115252823
primary,8,120,insertion,full-window,12.000000000,1024,,4,12.442296986,14.709981153,3.549571050,1.322286531,0.002800198,0.999996864,130.489077988
primary,8,120,insertion,epoch,6,32,0,10,6.747741122,16.790546634,6.198667873,0.919955444,0.327194257,0.989618804,94.514390522
primary,8,120,insertion,epoch,6,32,1,16,6.344609036,16.607682577,2.355682551,1.429922049,0.277678976,0.996825063,139.628199233
primary,8,120,insertion,epoch,6,32,2,12,6.319640476,16.955605881,3.451776104,1.077702375,0.321556458,0.992769332,106.911204152
primary,8,120,insertion,epoch,6,32,3,16,6.293180254,16.117356951,2.762294285,1.527668630,0.242409414,0.997580375,149.418482722
primary,8,120,insertion,epoch,6,32,4,10,6.288144852,15.590609064,5.433496300,0.979218546,0.433496270,0.981777550,99.438476728
primary,8,120,insertion,epoch,6,32,5,15,6.009585755,16.830074999,4.835860474,1.366650973,0.808541910,0.969647785,136.034353901
primary,8,120,insertion,epoch,6,32,6,10,6.021088486,15.492205360,4.503736688,0.980217219,0.370288850,0.986704113,98.604589707
primary,8,120,insertion,epoch,6,32,7,13,6.316594123,16.445411148,3.034819069,1.129737942,0.249550375,0.996236103,111.489661518
control,8,120,post,full-window,6.000000000,32,,17,6.043740132,20.460841189,2.423778290,1.128223682,0.185324996,0.998737303,110.733251759
control,8,120,post,full-window,6.000000000,64,,17,6.043740132,20.460841189,2.423778290,1.128223682,0.185324996,0.998737303,110.733251759
control,8,120,post,full-window,6.000000000,256,,15,6.043740132,18.189428365,2.173406207,1.152552356,0.084748993,0.999666532,112.818432404
control,8,120,post,full-window,6.000000000,1024,,13,6.043740132,16.368822944,2.069584779,1.163389098,0.066665668,0.999731388,113.754938227
control,8,120,post,full-window,8.000000000,32,,14,8.518728749,20.460841189,2.752018188,1.107655623,0.164370492,0.998574893,109.086957992
control,8,120,post,full-window,8.000000000,64,,14,8.518728749,20.460841189,2.752018188,1.107655623,0.164370492,0.998574893,109.086957992
control,8,120,post,full-window,8.000000000,256,,12,8.518728749,18.189428365,2.398565263,1.137173855,0.059281897,0.999754242,111.567255301
control,8,120,post,full-window,8.000000000,1024,,10,8.518728749,16.368822944,2.278589942,1.147834663,0.047712516,0.999779250,112.470717563
control,8,120,post,full-window,10.000000000,32,,12,10.206650709,20.460841189,3.019646912,1.091624276,0.153629539,0.998349508,107.815577392
control,8,120,post,full-window,10.000000000,64,,12,10.206650709,20.460841189,3.019646912,1.091624276,0.153629539,0.998349508,107.815577392
control,8,120,post,full-window,10.000000000,256,,10,10.206650709,18.189428365,2.560584453,1.126627184,0.046265878,0.999792433,110.716794086
control,8,120,post,full-window,10.000000000,1024,,8,10.206650709,16.368822944,2.432867478,1.136935575,0.040580642,0.999764744,111.578682640
control,8,120,post,full-window,12.000000000,32,,9,12.784997947,20.460841189,3.592489736,1.058851957,0.136128288,0.997838060,105.242277642
control,8,120,post,full-window,12.000000000,64,,9,12.784997947,20.460841189,3.592489736,1.058851957,0.136128288,0.997838060,105.242277642
control,8,120,post,full-window,12.000000000,256,,7,12.784997947,18.189428365,2.881295109,1.106739788,0.021495651,0.999917489,109.128314800
control,8,120,post,full-window,12.000000000,1024,,5,12.784997947,16.368822944,2.826676680,1.110591552,0.025852142,0.999799500,109.443465708
control,8,120,post,epoch,6,32,0,14,6.149678844,18.245112498,2.895105806,1.052537210,0.222219264,0.997395267,103.938677975
control,8,120,post,epoch,6,32,1,16,6.691820978,17.752072487,0.761453802,1.385491949,0.130369159,0.999300160,133.768680875
control,8,120,post,epoch,6,32,2,13,6.110050492,19.000000000,3.864225194,0.923948914,0.318070011,0.993885418,92.563320981
control,8,120,post,epoch,6,32,3,13,6.726878272,19.000000000,3.742397186,1.014578858,0.475720002,0.986321952,101.141967548
control,8,120,post,epoch,6,32,4,13,6.017769539,18.415037499,3.508286621,0.980220724,0.285436379,0.995075752,97.609476144
control,8,120,post,epoch,6,32,5,13,6.161042326,18.573735245,3.257143485,1.004723159,0.406539100,0.990010910,99.710566751
control,8,120,post,epoch,6,32,6,15,6.786212273,18.069262662,1.206622597,1.294292735,0.216942697,0.997814880,125.458725175
control,8,120,post,epoch,6,32,7,13,6.065836914,17.912537159,2.964872261,1.037843156,0.229354658,0.996820664,102.597815227
control,8,120,insertion,full-window,6.000000000,32,,17,6.043740132,20.460841189,3.423778290,1.128223682,0.185324996,0.998737303,111.733251759
control,8,120,insertion,full-window,6.000000000,64,,17,6.043740132,20.460841189,3.423778290,1.128223682,0.185324996,0.998737303,111.733251759
control,8,120,insertion,full-window,6.000000000,256,,15,6.043740132,18.189428365,3.173406207,1.152552356,0.084748993,0.999666532,113.818432404
control,8,120,insertion,full-window,6.000000000,1024,,13,6.043740132,16.368822944,3.069584779,1.163389098,0.066665668,0.999731388,114.754938227
control,8,120,insertion,full-window,8.000000000,32,,14,8.518728749,20.460841189,3.752018188,1.107655623,0.164370492,0.998574893,110.086957992
control,8,120,insertion,full-window,8.000000000,64,,14,8.518728749,20.460841189,3.752018188,1.107655623,0.164370492,0.998574893,110.086957992
control,8,120,insertion,full-window,8.000000000,256,,12,8.518728749,18.189428365,3.398565263,1.137173855,0.059281897,0.999754242,112.567255301
control,8,120,insertion,full-window,8.000000000,1024,,10,8.518728749,16.368822944,3.278589942,1.147834663,0.047712516,0.999779250,113.470717563
control,8,120,insertion,full-window,10.000000000,32,,12,10.206650709,20.460841189,4.019646912,1.091624276,0.153629539,0.998349508,108.815577392
control,8,120,insertion,full-window,10.000000000,64,,12,10.206650709,20.460841189,4.019646912,1.091624276,0.153629539,0.998349508,108.815577392
control,8,120,insertion,full-window,10.000000000,256,,10,10.206650709,18.189428365,3.560584453,1.126627184,0.046265878,0.999792433,111.716794086
control,8,120,insertion,full-window,10.000000000,1024,,8,10.206650709,16.368822944,3.432867478,1.136935575,0.040580642,0.999764744,112.578682640
control,8,120,insertion,full-window,12.000000000,32,,9,12.784997947,20.460841189,4.592489736,1.058851957,0.136128288,0.997838060,106.242277642
control,8,120,insertion,full-window,12.000000000,64,,9,12.784997947,20.460841189,4.592489736,1.058851957,0.136128288,0.997838060,106.242277642
control,8,120,insertion,full-window,12.000000000,256,,7,12.784997947,18.189428365,3.881295109,1.106739788,0.021495651,0.999917489,110.128314800
control,8,120,insertion,full-window,12.000000000,1024,,5,12.784997947,16.368822944,3.826676680,1.110591552,0.025852142,0.999799500,110.443465708
control,8,120,insertion,epoch,6,32,0,14,6.149678844,18.245112498,3.895105806,1.052537210,0.222219264,0.997395267,104.938677975
control,8,120,insertion,epoch,6,32,1,16,6.691820978,17.752072487,1.761453802,1.385491949,0.130369159,0.999300160,134.768680875
control,8,120,insertion,epoch,6,32,2,13,6.110050492,19.000000000,4.864225194,0.923948914,0.318070011,0.993885418,93.563320981
control,8,120,insertion,epoch,6,32,3,13,6.726878272,19.000000000,4.742397186,1.014578858,0.475720002,0.986321952,102.141967548
control,8,120,insertion,epoch,6,32,4,13,6.017769539,18.415037499,4.508286621,0.980220724,0.285436379,0.995075752,98.609476144
control,8,120,insertion,epoch,6,32,5,13,6.161042326,18.573735245,4.257143485,1.004723159,0.406539100,0.990010910,100.710566751
control,8,120,insertion,epoch,6,32,6,15,6.786212273,18.069262662,2.206622597,1.294292735,0.216942697,0.997814880,126.458725175
control,8,120,insertion,epoch,6,32,7,13,6.065831154,17.912537159,3.964874894,1.037842969,0.229354042,0.996820681,103.597799870
primary,8,125,post,full-window,6.000000000,32,,24,6.209804253,19.327574658,9.154985841,1.838097605,1.055745067,0.978677262,185.612355886
primary,8,125,post,full-window,6.000000000,64,,23,6.209804253,18.105182237,8.373453952,1.917736286,0.853628023,0.984879153,192.476137439
primary,8,125,post,full-window,6.000000000,256,,21,6.209804253,16.248455941,7.211474726,2.040804162,0.582730393,0.991620884,203.128674253
primary,8,125,post,full-window,6.000000000,1024,,19,6.209804253,14.729704674,6.305499129,2.141298746,0.383822649,0.995606251,211.870178753
primary,8,125,post,full-window,8.000000000,32,,19,8.216963411,19.327574658,11.419890992,1.682360193,0.857490696,0.978070289,172.926469477
primary,8,125,post,full-window,8.000000000,64,,18,8.216963411,18.105182237,10.440737406,1.769532210,0.679449463,0.984754540,180.315829604
primary,8,125,post,full-window,8.000000000,256,,16,8.216963411,16.248455941,8.967647831,1.905260333,0.447784965,0.991743649,191.872639843
primary,8,125,post,full-window,8.000000000,1024,,14,8.216963411,14.729704674,7.767632426,2.020463956,0.275068478,0.996009002,201.732172244
primary,8,125,post,full-window,10.000000000,32,,14,10.413863909,19.327574658,14.398807342,1.490069412,0.620843806,0.979668728,157.445470914
primary,8,125,post,full-window,10.000000000,64,,13,10.413863909,18.105182237,13.210063396,1.583133513,0.472779220,0.986490538,165.190880649
primary,8,125,post,full-window,10.000000000,256,,11,10.413863909,16.248455941,11.420584804,1.727685297,0.293002029,0.992975894,177.278373327
primary,8,125,post,full-window,10.000000000,1024,,9,10.413863909,14.729704674,9.866650208,1.858041923,0.158496906,0.997069185,188.238674792
primary,8,125,post,full-window,12.000000000,32,,10,12.366323590,19.327574658,17.409736191,1.306547308,0.413399396,0.983427970,142.838277779
primary,8,125,post,full-window,12.000000000,64,,9,12.366323590,18.105182237,16.044770486,1.402850221,0.292804941,0.989997614,150.718391687
primary,8,125,post,full-window,12.000000000,256,,7,12.366323590,16.248455941,14.045513543,1.548116138,0.162325341,0.995294729,162.664662769
primary,8,125,post,full-window,12.000000000,1024,,5,12.366323590,14.729704674,12.128333419,1.692628106,0.063576119,0.998787423,174.620631597
primary,8,125,post,epoch,6,32,0,13,6.403198766,16.955605881,9.614835533,1.120338808,0.445353546,0.988012431,117.167361147
primary,8,125,post,epoch,6,32,1,21,6.020329196,16.327574658,11.995923435,2.014137857,1.313315401,0.957440066,205.353157703
primary,8,125,post,epoch,6,32,2,15,6.202921141,16.678071905,10.767894156,1.317241233,0.536320843,0.986645284,137.223052503
primary,8,125,post,epoch,6,32,3,19,6.137774319,16.218640286,6.923248627,1.771072126,0.404102458,0.995129685,176.946172725
primary,8,125,post,epoch,6,32,4,18,6.092100059,16.093109404,11.259084018,1.690271349,0.836950987,0.976867304,173.525133538
primary,8,125,post,epoch,6,32,5,18,6.109735723,16.870716983,9.773112956,1.640771336,0.526148047,0.990857981,167.287161200
primary,8,125,post,epoch,6,32,6,19,6.313964616,16.476438044,7.558479401,1.859021439,0.885203449,0.976629917,186.024537506
primary,8,125,post,epoch,6,32,7,16,6.252698625,16.167109986,11.147652514,1.511250296,0.307184173,0.996114501,156.227680939
primary,8,125,insertion,full-window,6.000000000,32,,24,6.209804253,19.327574658,10.154985841,1.838097605,1.055745067,0.978677262,186.612355886
primary,8,125,insertion,full-window,6.000000000,64,,23,6.209804253,18.105182237,9.373453952,1.917736286,0.853628023,0.984879153,193.476137439
primary,8,125,insertion,full-window,6.000000000,256,,21,6.209804253,16.248455941,8.211474726,2.040804162,0.582730393,0.991620884,204.128674253
primary,8,125,insertion,full-window,6.000000000,1024,,19,6.209804253,14.729704674,7.305499129,2.141298746,0.383822649,0.995606251,212.870178753
primary,8,125,insertion,full-window,8.000000000,32,,19,8.216963411,19.327574658,12.419890992,1.682360193,0.857490696,0.978070289,173.926469477
primary,8,125,insertion,full-window,8.000000000,64,,18,8.216963411,18.105182237,11.440737406,1.769532210,0.679449463,0.984754540,181.315829604
primary,8,125,insertion,full-window,8.000000000,256,,16,8.216963411,16.248455941,9.967647831,1.905260333,0.447784965,0.991743649,192.872639843
primary,8,125,insertion,full-window,8.000000000,1024,,14,8.216963411,14.729704674,8.767632426,2.020463956,0.275068478,0.996009002,202.732172244
primary,8,125,insertion,full-window,10.000000000,32,,14,10.413863909,19.327574658,15.398807342,1.490069412,0.620843806,0.979668728,158.445470914
primary,8,125,insertion,full-window,10.000000000,64,,13,10.413863909,18.105182237,14.210063396,1.583133513,0.472779220,0.986490538,166.190880649
primary,8,125,insertion,full-window,10.000000000,256,,11,10.413863909,16.248455941,12.420584804,1.727685297,0.293002029,0.992975894,178.278373327
primary,8,125,insertion,full-window,10.000000000,1024,,9,10.413863909,14.729704674,10.866650208,1.858041923,0.158496906,0.997069185,189.238674792
primary,8,125,insertion,full-window,12.000000000,32,,10,12.366323590,19.327574658,18.409736191,1.306547308,0.413399396,0.983427970,143.838277779
primary,8,125,insertion,full-window,12.000000000,64,,9,12.366323590,18.105182237,17.044770486,1.402850221,0.292804941,0.989997614,151.718391687
primary,8,125,insertion,full-window,12.000000000,256,,7,12.366323590,16.248455941,15.045513543,1.548116138,0.162325341,0.995294729,163.664662769
primary,8,125,insertion,full-window,12.000000000,1024,,5,12.366323590,14.729704674,13.128333419,1.692628106,0.063576119,0.998787423,175.620631597
primary,8,125,insertion,epoch,6,32,0,13,6.403198766,16.955605881,10.614835533,1.120338808,0.445353546,0.988012431,118.167361147
primary,8,125,insertion,epoch,6,32,1,21,6.020329196,16.327574658,12.995923435,2.014137857,1.313315401,0.957440066,206.353157703
primary,8,125,insertion,epoch,6,32,2,15,6.202921141,16.678071905,11.767894156,1.317241233,0.536320843,0.986645284,138.223052503
primary,8,125,insertion,epoch,6,32,3,19,6.137774319,16.218640286,7.923248627,1.771072126,0.404102458,0.995129685,177.946172725
primary,8,125,insertion,epoch,6,32,4,18,6.092100059,16.093109404,12.259084018,1.690271349,0.836950987,0.976867304,174.525133538
primary,8,125,insertion,epoch,6,32,5,18,6.109735723,16.870716983,10.773112956,1.640771336,0.526148047,0.990857981,168.287161200
primary,8,125,insertion,epoch,6,32,6,19,6.313964616,16.476438044,8.558479401,1.859021439,0.885203449,0.976629917,187.024537506
primary,8,125,insertion,epoch,6,32,7,16,6.252698625,16.167109986,12.147652514,1.511250296,0.307184173,0.996114501,157.227680939
control,8,125,post,full-window,6.000000000,32,,19,6.410897517,21.678071905,5.304981047,1.176179299,0.536101800,0.991428268,118.218193776
control,8,125,post,full-window,6.000000000,64,,18,6.410897517,20.714597781,5.078326448,1.197235449,0.503603743,0.991624628,120.012929541
control,8,125,post,full-window,6.000000000,256,,16,6.410897517,18.520219736,4.429392827,1.259869656,0.354728836,0.994818660,125.376879774
control,8,125,post,full-window,6.000000000,1024,,14,6.410897517,16.378863887,3.864360631,1.317586591,0.218365499,0.997484827,130.352673348
control,8,125,post,full-window,8.000000000,32,,16,8.446816968,21.678071905,6.201135488,1.122591559,0.432038448,0.992314114,113.969925198
control,8,125,post,full-window,8.000000000,64,,15,8.446816968,20.714597781,5.966774067,1.141830354,0.413896076,0.992046323,115.582488053
control,8,125,post,full-window,8.000000000,256,,13,8.446816968,18.520219736,5.190829462,1.207809369,0.291162163,0.994876212,121.140528910
control,8,125,post,full-window,8.000000000,1024,,11,8.446816968,16.378863887,4.471430419,1.272104903,0.171947914,0.997580957,126.593501120
control,8,125,post,full-window,10.000000000,32,,13,10.595789780,21.678071905,7.276074549,1.061425138,0.312633315,0.994092662,109.172887772
control,8,125,post,full-window,10.000000000,64,,12,10.595789780,20.714597781,7.071682159,1.076376896,0.309723430,0.993291706,110.403864132
control,8,125,post,full-window,10.000000000,256,,10,10.595789780,18.520219736,6.188660392,1.143174362,0.218985710,0.995349843,115.933399128
control,8,125,post,full-window,10.000000000,1024,,8,10.595789780,16.378863887,5.295878642,1.213759663,0.123155965,0.997833230,121.816806254
control,8,125,post,full-window,12.000000000,32,,11,12.066401545,21.678071905,8.088823509,1.017004163,0.222867345,0.995936103,105.721223144
control,8,125,post,full-window,12.000000000,64,,10,12.066401545,20.714597781,7.946521882,1.026670383,0.229006713,0.994914514,106.506878698
control,8,125,post,full-window,12.000000000,256,,8,12.066401545,18.520219736,7.036133512,1.090611888,0.160836349,0.996304524,111.734874723
control,8,125,post,full-window,12.000000000,1024,,6,12.066401545,16.378863887,6.050611784,1.162690763,0.079341900,0.998561112,117.668924994
control,8,125,post,epoch,6,32,0,16,6.504949157,18.790546634,4.606688061,1.201280415,0.234491765,0.997735855,119.929607923
control,8,125,post,epoch,6,32,1,15,6.445448619,18.508146904,4.890270328,1.193108069,0.426196361,0.991566559,119.428644991
control,8,125,post,epoch,6,32,2,15,6.390330672,18.476438044,4.994459519,1.194458801,0.505627189,0.988130125,119.662504386
control,8,125,post,epoch,6,32,3,16,6.226996052,18.476438044,4.790993269,1.276786054,0.586590567,0.985831650,127.362454441
control,8,125,post,epoch,6,32,4,19,6.518973197,18.678071905,2.467075742,1.434899599,0.393012770,0.995393327,140.217437248
control,8,125,post,epoch,6,32,5,16,6.338451516,18.870716983,4.846519931,1.218562371,0.400486075,0.993395743,121.828507516
control,8,125,post,epoch,6,32,6,14,6.464291770,17.573735245,4.973431904,1.182383204,0.441018738,0.989740790,118.482219520
control,8,125,post,epoch,6,32,7,16,6.420337869,17.557056504,3.378771831,1.405117618,0.391078244,0.993702380,138.270063173
control,8,125,insertion,full-window,6.000000000,32,,19,6.410897517,21.678071905,6.304981047,1.176179299,0.536101800,0.991428268,119.218193776
control,8,125,insertion,full-window,6.000000000,64,,18,6.410897517,20.714597781,6.078326448,1.197235449,0.503603743,0.991624628,121.012929541
control,8,125,insertion,full-window,6.000000000,256,,16,6.410897517,18.520219736,5.429392827,1.259869656,0.354728836,0.994818660,126.376879774
control,8,125,insertion,full-window,6.000000000,1024,,14,6.410897517,16.378863887,4.864360631,1.317586591,0.218365499,0.997484827,131.352673348
control,8,125,insertion,full-window,8.000000000,32,,16,8.446816968,21.678071905,7.201135488,1.122591559,0.432038448,0.992314114,114.969925198
control,8,125,insertion,full-window,8.000000000,64,,15,8.446816968,20.714597781,6.966774067,1.141830354,0.413896076,0.992046323,116.582488053
control,8,125,insertion,full-window,8.000000000,256,,13,8.446816968,18.520219736,6.190829462,1.207809369,0.291162163,0.994876212,122.140528910
control,8,125,insertion,full-window,8.000000000,1024,,11,8.446816968,16.378863887,5.471430419,1.272104903,0.171947914,0.997580957,127.593501120
control,8,125,insertion,full-window,10.000000000,32,,13,10.595789780,21.678071905,8.276074549,1.061425138,0.312633315,0.994092662,110.172887772
control,8,125,insertion,full-window,10.000000000,64,,12,10.595789780,20.714597781,8.071682159,1.076376896,0.309723430,0.993291706,111.403864132
control,8,125,insertion,full-window,10.000000000,256,,10,10.595789780,18.520219736,7.188660392,1.143174362,0.218985710,0.995349843,116.933399128
control,8,125,insertion,full-window,10.000000000,1024,,8,10.595789780,16.378863887,6.295878642,1.213759663,0.123155965,0.997833230,122.816806254
control,8,125,insertion,full-window,12.000000000,32,,11,12.066401545,21.678071905,9.088823509,1.017004163,0.222867345,0.995936103,106.721223144
control,8,125,insertion,full-window,12.000000000,64,,10,12.066401545,20.714597781,8.946521882,1.026670383,0.229006713,0.994914514,107.506878698
control,8,125,insertion,full-window,12.000000000,256,,8,12.066401545,18.520219736,8.036133512,1.090611888,0.160836349,0.996304524,112.734874723
control,8,125,insertion,full-window,12.000000000,1024,,6,12.066401545,16.378863887,7.050611784,1.162690763,0.079341900,0.998561112,118.668924994
control,8,125,insertion,epoch,6,32,0,16,6.504949157,18.790546634,5.606688061,1.201280415,0.234491765,0.997735855,120.929607923
control,8,125,insertion,epoch,6,32,1,15,6.445448619,18.508146904,5.890270328,1.193108069,0.426196361,0.991566559,120.428644991
control,8,125,insertion,epoch,6,32,2,15,6.390330672,18.476438044,5.994459519,1.194458801,0.505627189,0.988130125,120.662504386
control,8,125,insertion,epoch,6,32,3,16,6.226996052,18.476438044,5.790993269,1.276786054,0.586590567,0.985831650,128.362454441
control,8,125,insertion,epoch,6,32,4,19,6.518973197,18.678071905,3.467075742,1.434899599,0.393012770,0.995393327,141.217437248
control,8,125,insertion,epoch,6,32,5,16,6.338451516,18.870716983,5.846519931,1.218562371,0.400486075,0.993395743,122.828507516
control,8,125,insertion,epoch,6,32,6,14,6.464291770,17.573735245,5.973431904,1.182383204,0.441018738,0.989740790,119.482219520
control,8,125,insertion,epoch,6,32,7,16,6.420337869,17.557056504,4.378771831,1.405117618,0.391078244,0.993702380,139.270063173
primary,16,100,post,full-window,6.000000000,32,,11,6.917611832,18.955605881,7.282379677,0.824912227,0.068231613,0.999619091,86.473953463
primary,16,100,post,full-window,6.000000000,64,,11,6.917611832,18.955605881,7.282379677,0.824912227,0.068231613,0.999619091,86.473953463
primary,16,100,post,full-window,6.000000000,256,,9,6.917611832,16.611982715,7.397742150,0.813680705,0.047559954,0.999736106,85.511089824
primary,16,100,post,full-window,6.000000000,1024,,7,6.917611832,14.310875595,7.446151582,0.808777754,0.027095104,0.999868903,85.088815942
primary,16,100,post,full-window,8.000000000,32,,10,8.090927289,18.955605881,7.272849334,0.825530655,0.072211299,0.999494354,86.523792192
primary,16,100,post,full-window,8.000000000,64,,10,8.090927289,18.955605881,7.272849334,0.825530655,0.072211299,0.999494354,86.523792192
primary,16,100,post,full-window,8.000000000,256,,8,8.090927289,16.611982715,7.429352689,0.811400400,0.049520765,0.999649671,85.323791134
primary,16,100,post,full-window,8.000000000,1024,,6,8.090927289,14.310875595,7.524927943,0.802345689,0.012130220,0.999966367,84.550114134
primary,16,100,post,full-window,10.000000000,32,,8,10.550915854,18.955605881,7.116525501,0.835268966,0.071066087,0.999278516,87.302346199
primary,16,100,post,full-window,10.000000000,64,,8,10.550915854,18.955605881,7.116525501,0.835268966,0.071066087,0.999278516,87.302346199
primary,16,100,post,full-window,10.000000000,256,,6,10.550915854,16.611982715,7.356978994,0.816356636,0.057856423,0.999234888,85.727216091
primary,16,100,post,full-window,10.000000000,1024,,4,10.550915854,14.310875595,7.584506637,0.797659895,0.001324008,0.999999299,84.159856584
primary,16,100,post,full-window,12.000000000,32,,6,13.058952394,18.955605881,6.767150011,0.856049062,0.056615714,0.999267351,88.947859978
primary,16,100,post,full-window,12.000000000,64,,6,13.058952394,18.955605881,6.767150011,0.856049062,0.056615714,0.999267351,88.947859978
primary,16,100,post,full-window,12.000000000,256,,4,13.058952394,16.611982715,7.024431415,0.838058464,0.066074580,0.998253660,87.478043955
primary,16,100,post,epoch,6,32,0,7,7.033900160,16.385290156,8.745244737,0.637868286,0.184837441,0.993899129,69.980600228
primary,16,100,post,epoch,6,32,1,9,6.761856534,16.245112498,7.482519064,0.833690522,0.096707480,0.998908894,87.516809181
primary,16,100,post,epoch,6,32,2,7,6.933742595,15.430144392,8.258962013,0.709075650,0.155151276,0.995701443,76.330224409
primary,16,100,post,epoch,6,32,3,9,6.649682327,16.678071905,7.826604763,0.806475576,0.165397810,0.996808416,85.248260097
primary,16,100,post,epoch,6,32,4,11,7.084774164,16.607682577,4.966438425,1.049096082,0.500926506,0.979469579,105.679662260
primary,16,100,post,epoch,6,32,5,9,6.887438319,16.415037499,7.281919061,0.842639471,0.089619599,0.999062972,88.175308261
primary,16,100,post,epoch,6,32,6,7,7.076533229,16.142019005,8.502405843,0.662585006,0.157075381,0.995594165,72.110566418
primary,16,100,post,epoch,6,32,7,9,6.971921277,16.069262662,6.895150154,0.865696549,0.099254511,0.998850663,90.002018833
primary,16,100,insertion,full-window,6.000000000,32,,11,6.917611832,18.955605881,8.282379677,0.824912227,0.068231613,0.999619091,87.473953463
primary,16,100,insertion,full-window,6.000000000,64,,11,6.917611832,18.955605881,8.282379677,0.824912227,0.068231613,0.999619091,87.473953463
primary,16,100,insertion,full-window,6.000000000,256,,9,6.917611832,16.611982715,8.397742150,0.813680705,0.047559954,0.999736106,86.511089824
primary,16,100,insertion,full-window,6.000000000,1024,,7,6.917611832,14.310875595,8.446151582,0.808777754,0.027095104,0.999868903,86.088815942
primary,16,100,insertion,full-window,8.000000000,32,,10,8.090927289,18.955605881,8.272849334,0.825530655,0.072211299,0.999494354,87.523792192
primary,16,100,insertion,full-window,8.000000000,64,,10,8.090927289,18.955605881,8.272849334,0.825530655,0.072211299,0.999494354,87.523792192
primary,16,100,insertion,full-window,8.000000000,256,,8,8.090927289,16.611982715,8.429352689,0.811400400,0.049520765,0.999649671,86.323791134
primary,16,100,insertion,full-window,8.000000000,1024,,6,8.090927289,14.310875595,8.524927943,0.802345689,0.012130220,0.999966367,85.550114134
primary,16,100,insertion,full-window,10.000000000,32,,8,10.550915854,18.955605881,8.116525501,0.835268966,0.071066087,0.999278516,88.302346199
primary,16,100,insertion,full-window,10.000000000,64,,8,10.550915854,18.955605881,8.116525501,0.835268966,0.071066087,0.999278516,88.302346199
primary,16,100,insertion,full-window,10.000000000,256,,6,10.550915854,16.611982715,8.356978994,0.816356636,0.057856423,0.999234888,86.727216091
primary,16,100,insertion,full-window,10.000000000,1024,,4,10.550915854,14.310875595,8.584506637,0.797659895,0.001324008,0.999999299,85.159856584
primary,16,100,insertion,full-window,12.000000000,32,,6,13.058952394,18.955605881,7.767150011,0.856049062,0.056615714,0.999267351,89.947859978
primary,16,100,insertion,full-window,12.000000000,64,,6,13.058952394,18.955605881,7.767150011,0.856049062,0.056615714,0.999267351,89.947859978
primary,16,100,insertion,full-window,12.000000000,256,,4,13.058952394,16.611982715,8.024431415,0.838058464,0.066074580,0.998253660,88.478043955
primary,16,100,insertion,epoch,6,32,0,7,7.033900160,16.385290156,9.745244737,0.637868286,0.184837441,0.993899129,70.980600228
primary,16,100,insertion,epoch,6,32,1,9,6.761856534,16.245112498,8.482519064,0.833690522,0.096707480,0.998908894,88.516809181
primary,16,100,insertion,epoch,6,32,2,7,6.933742595,15.430144392,9.258962013,0.709075650,0.155151276,0.995701443,77.330224409
primary,16,100,insertion,epoch,6,32,3,9,6.649682327,16.678071905,8.826604763,0.806475576,0.165397810,0.996808416,86.248260097
primary,16,100,insertion,epoch,6,32,4,11,7.084774164,16.607682577,5.966438425,1.049096082,0.500926506,0.979469579,106.679662260
primary,16,100,insertion,epoch,6,32,5,9,6.887438319,16.415037499,8.281919061,0.842639471,0.089619599,0.999062972,89.175308261
primary,16,100,insertion,epoch,6,32,6,7,7.076533229,16.142019005,9.502405843,0.662585006,0.157075381,0.995594165,73.110566418
primary,16,100,insertion,epoch,6,32,7,9,6.971921277,16.069262662,7.895150154,0.865696549,0.099254511,0.998850663,91.002018833
control,16,100,post,full-window,6.000000000,32,,12,6.937039499,21.327574658,7.793766799,0.781465844,0.205124267,0.997057625,82.814487825
control,16,100,post,full-window,6.000000000,64,,11,6.937039499,19.468618539,7.542454921,0.804006290,0.106982509,0.999063570,84.727058765
control,16,100,post,full-window,6.000000000,256,,10,6.937039499,18.057485495,7.423663291,0.815197183,0.075408982,0.999448580,85.682592891
control,16,100,post,full-window,6.000000000,1024,,9,6.937039499,16.671325073,7.318156516,0.825558620,0.043059590,0.999783685,86.571784043
control,16,100,post,full-window,8.000000000,32,,11,8.112142776,21.327574658,7.936892699,0.772831822,0.199089334,0.996757008,82.128747633
control,16,100,post,full-window,8.000000000,64,,10,8.112142776,19.468618539,7.638597219,0.797824721,0.101397563,0.999003009,84.229770410
control,16,100,post,full-window,8.000000000,256,,9,8.112142776,18.057485495,7.499695040,0.810006713,0.071857811,0.999397586,85.260339526
control,16,100,post,full-window,8.000000000,1024,,8,8.112142776,16.671325073,7.371951896,0.821651638,0.040295389,0.999768040,86.250509138
