dataset,x,load_percent,metric,source,minimum_bits,minimum_count,epoch,points,fit_min_bits,fit_max_bits,intercept,slope_blocks_per_bit,residual_blocks,r_squared,estimate_at_2^-96
control,16,110,insertion,full-window,8.000000000,256,,12,8.110671322,18.728536972,7.582647614,1.023918615,0.114427483,0.999084360,105.878834680
control,16,110,insertion,full-window,8.000000000,1024,,9,8.110671322,16.122715866,7.910285975,0.994500069,0.029638497,0.999897515,103.382292606
control,16,110,insertion,full-window,10.000000000,32,,13,10.148555944,21.327574658,6.804143460,1.079690490,0.177865688,0.998087922,110.454430526
control,16,110,insertion,full-window,10.000000000,64,,12,10.148555944,20.356143810,6.913042773,1.071745857,0.175879083,0.997836822,109.800645032
control,16,110,insertion,full-window,10.000000000,256,,10,10.148555944,18.728536972,7.348114806,1.038721159,0.107619103,0.998876909,107.065346060
control,16,110,insertion,full-window,10.000000000,1024,,7,10.148555944,16.122715866,7.821464890,1.000834725,0.028500282,0.999854952,103.901598534
control,16,110,insertion,full-window,12.000000000,32,,11,12.175090967,21.327574658,6.313718344,1.106685843,0.146197241,0.998251248,112.555559296
control,16,110,insertion,full-window,12.000000000,64,,10,12.175090967,20.356143810,6.403950063,1.100690491,0.150945876,0.997790579,112.070237224
control,16,110,insertion,full-window,12.000000000,256,,8,12.175090967,18.728536972,6.974801269,1.061365753,0.095612196,0.998694044,108.865913588
control,16,110,insertion,full-window,12.000000000,1024,,5,12.175090967,16.122715866,7.668027593,1.011284678,0.028057479,0.999763833,104.751356662
control,16,110,insertion,epoch,6,32,0,12,6.196720232,18.912537159,8.892853847,0.855156494,0.109073199,0.999168045,90.987877259
control,16,110,insertion,epoch,6,32,1,12,6.094119457,18.192645078,8.697487656,0.905903802,0.137864033,0.998670875,95.664252633
control,16,110,insertion,epoch,6,32,2,13,6.130990611,18.642447995,8.174897395,0.955287366,0.038382440,0.999910960,99.882484484
control,16,110,insertion,epoch,6,32,3,11,6.230459133,18.642447995,9.214702662,0.814857717,0.218683278,0.996087260,87.441043517
control,16,110,insertion,epoch,6,32,4,15,6.145198563,18.272079545,6.818614986,1.129437202,0.251506228,0.997063143,115.244586331
control,16,110,insertion,epoch,6,32,5,17,6.061511575,18.642447995,5.574759371,1.283208092,0.368509695,0.995007375,128.762736192
control,16,110,insertion,epoch,6,32,6,13,6.081573466,18.045803690,7.715920814,1.020513244,0.139228270,0.998828409,105.685192200
control,16,110,insertion,epoch,6,32,7,11,6.927323054,18.955605881,9.505188121,0.849533173,0.316213006,0.991818946,91.060372682
primary,16,115,post,full-window,6.000000000,32,,16,6.617321097,20.000000000,6.203925606,1.170688827,0.225356294,0.997908834,118.590052964
primary,16,115,post,full-window,6.000000000,64,,15,6.617321097,18.590609064,5.951728293,1.193966100,0.123305401,0.999294090,120.572473906
primary,16,115,post,full-window,6.000000000,256,,13,6.617321097,16.673570513,5.899486688,1.198947461,0.123461898,0.999078729,120.998442946
primary,16,115,post,full-window,6.000000000,1024,,10,6.617321097,14.245947632,6.185093575,1.168559380,0.086403683,0.999276063,118.366794019
primary,16,115,post,full-window,8.000000000,32,,14,8.392698587,20.000000000,6.165413950,1.173163740,0.242774875,0.996891096,118.789132987
primary,16,115,post,full-window,8.000000000,64,,13,8.392698587,18.590609064,5.770967393,1.206071251,0.115301427,0.999196491,121.553807491
primary,16,115,post,full-window,8.000000000,256,,11,8.392698587,16.673570513,5.617668548,1.219367083,0.101463306,0.999157698,122.676908552
primary,16,115,post,full-window,8.000000000,1024,,8,8.392698587,14.245947632,5.955444192,1.187326726,0.080377103,0.999077074,119.938809879
primary,16,115,post,full-window,10.000000000,32,,12,10.158828811,20.000000000,6.226062934,1.169445162,0.264959910,0.995090647,118.492798518
primary,16,115,post,full-window,10.000000000,64,,11,10.158828811,18.590609064,5.606309116,1.216708331,0.117225692,0.998875666,122.410308914
primary,16,115,post,full-window,10.000000000,256,,9,10.158828811,16.673570513,5.243305420,1.245456861,0.071293380,0.999407013,124.807164055
primary,16,115,post,full-window,10.000000000,1024,,6,10.158828811,14.245947632,5.551119996,1.218923574,0.068041335,0.998941800,122.567783070
primary,16,115,post,full-window,12.000000000,32,,9,12.715754250,20.000000000,6.924347542,1.128552294,0.281723890,0.990740359,115.265367740
primary,16,115,post,full-window,12.000000000,64,,8,12.715754250,18.590609064,5.790998542,1.205573489,0.134475267,0.997416629,121.526053483
primary,16,115,post,full-window,12.000000000,256,,6,12.715754250,16.673570513,4.824666569,1.273525021,0.053402549,0.999348153,127.083068599
primary,16,115,post,epoch,6,32,0,10,6.927364919,16.167109986,7.216304292,0.995258313,0.152697228,0.997739012,102.761102378
primary,16,115,post,epoch,6,32,1,10,6.833052375,16.830074999,8.020536306,0.905617444,0.148127947,0.997872302,94.959810937
primary,16,115,post,epoch,6,32,2,14,6.557542407,16.912537159,5.630763621,1.225447930,0.381903874,0.992306783,123.273764908
primary,16,115,post,epoch,6,32,3,9,6.644545661,16.192645078,8.618417518,0.849900353,0.227660677,0.993953239,90.208851413
primary,16,115,post,epoch,6,32,4,9,6.734861145,15.891475543,8.376953228,0.863085776,0.119636134,0.998330173,91.233187750
primary,16,115,post,epoch,6,32,5,14,6.399680528,17.000000000,6.554713703,1.175269924,0.188853469,0.998118736,119.380626429
primary,16,115,post,epoch,6,32,6,15,6.356622910,16.356143810,4.662668134,1.487345621,0.454208313,0.990421545,147.447847752
primary,16,115,post,epoch,6,32,7,11,6.580270198,16.912537159,7.880653421,0.980883017,0.268057528,0.994120968,102.045423019
primary,16,115,insertion,full-window,6.000000000,32,,16,6.617321097,20.000000000,7.203925606,1.170688827,0.225356294,0.997908834,119.590052964
primary,16,115,insertion,full-window,6.000000000,64,,15,6.617321097,18.590609064,6.951728293,1.193966100,0.123305401,0.999294090,121.572473906
primary,16,115,insertion,full-window,6.000000000,256,,13,6.617321097,16.673570513,6.899486688,1.198947461,0.123461898,0.999078729,121.998442946
primary,16,115,insertion,full-window,6.000000000,1024,,10,6.617321097,14.245947632,7.185093575,1.168559380,0.086403683,0.999276063,119.366794019
primary,16,115,insertion,full-window,8.000000000,32,,14,8.392698587,20.000000000,7.165413950,1.173163740,0.242774875,0.996891096,119.789132987
primary,16,115,insertion,full-window,8.000000000,64,,13,8.392698587,18.590609064,6.770967393,1.206071251,0.115301427,0.999196491,122.553807491
primary,16,115,insertion,full-window,8.000000000,256,,11,8.392698587,16.673570513,6.617668548,1.219367083,0.101463306,0.999157698,123.676908552
primary,16,115,insertion,full-window,8.000000000,1024,,8,8.392698587,14.245947632,6.955444192,1.187326726,0.080377103,0.999077074,120.938809879
primary,16,115,insertion,full-window,10.000000000,32,,12,10.158828811,20.000000000,7.226062934,1.169445162,0.264959910,0.995090647,119.492798518
primary,16,115,insertion,full-window,10.000000000,64,,11,10.158828811,18.590609064,6.606309116,1.216708331,0.117225692,0.998875666,123.410308914
primary,16,115,insertion,full-window,10.000000000,256,,9,10.158828811,16.673570513,6.243305420,1.245456861,0.071293380,0.999407013,125.807164055
primary,16,115,insertion,full-window,10.000000000,1024,,6,10.158828811,14.245947632,6.551119996,1.218923574,0.068041335,0.998941800,123.567783070
primary,16,115,insertion,full-window,12.000000000,32,,9,12.715754250,20.000000000,7.924347542,1.128552294,0.281723890,0.990740359,116.265367740
primary,16,115,insertion,full-window,12.000000000,64,,8,12.715754250,18.590609064,6.790998542,1.205573489,0.134475267,0.997416629,122.526053483
primary,16,115,insertion,full-window,12.000000000,256,,6,12.715754250,16.673570513,5.824666569,1.273525021,0.053402549,0.999348153,128.083068599
primary,16,115,insertion,epoch,6,32,0,10,6.927364919,16.167109986,8.216304292,0.995258313,0.152697228,0.997739012,103.761102378
primary,16,115,insertion,epoch,6,32,1,10,6.833052375,16.830074999,9.020536306,0.905617444,0.148127947,0.997872302,95.959810937
primary,16,115,insertion,epoch,6,32,2,14,6.557542407,16.912537159,6.630763621,1.225447930,0.381903874,0.992306783,124.273764908
primary,16,115,insertion,epoch,6,32,3,9,6.644545661,16.192645078,9.618417518,0.849900353,0.227660677,0.993953239,91.208851413
primary,16,115,insertion,epoch,6,32,4,9,6.734861145,15.891475543,9.376953228,0.863085776,0.119636134,0.998330173,92.233187750
primary,16,115,insertion,epoch,6,32,5,14,6.399680528,17.000000000,7.554713703,1.175269924,0.188853469,0.998118736,120.380626429
primary,16,115,insertion,epoch,6,32,6,15,6.356622910,16.356143810,5.662668134,1.487345621,0.454208313,0.990421545,148.447847752
primary,16,115,insertion,epoch,6,32,7,11,6.580270198,16.912537159,8.880653421,0.980883017,0.268057528,0.994120968,103.045423019
control,16,115,post,full-window,6.000000000,32,,17,6.165515833,21.752072487,7.935435233,1.040033442,0.222412384,0.998181350,107.778645677
control,16,115,post,full-window,6.000000000,64,,16,6.165515833,20.400087158,7.761825343,1.056061323,0.154126043,0.999021860,109.143712312
control,16,115,post,full-window,6.000000000,256,,14,6.165515833,18.272079545,7.609931574,1.070794967,0.123989250,0.999189099,110.406248428
control,16,115,post,full-window,6.000000000,1024,,12,6.165515833,16.289193566,7.466584251,1.085713870,0.106316585,0.999209565,111.695115817
control,16,115,post,full-window,8.000000000,32,,14,8.745626444,21.752072487,8.374992774,1.013945686,0.174497942,0.998393871,105.713778583
control,16,115,post,full-window,8.000000000,64,,13,8.745626444,20.400087158,8.140869660,1.032514792,0.098653621,0.999411770,107.262289725
control,16,115,post,full-window,8.000000000,256,,11,8.745626444,18.272079545,7.984345315,1.045423377,0.070760055,0.999590338,108.344989536
control,16,115,post,full-window,8.000000000,1024,,9,8.745626444,16.289193566,7.851930930,1.057064787,0.063600438,0.999528081,109.330150488
control,16,115,post,full-window,10.000000000,32,,12,10.517964132,21.752072487,8.688621800,0.996157561,0.152189460,0.998380305,104.319747678
control,16,115,post,full-window,10.000000000,64,,11,10.517964132,20.400087158,8.390137503,1.017734848,0.069175912,0.999608475,106.092682872
control,16,115,post,full-window,10.000000000,256,,9,10.517964132,18.272079545,8.237901660,1.029083037,0.034656027,0.999859879,107.029873187
control,16,115,post,full-window,10.000000000,1024,,7,10.517964132,16.289193566,8.145948545,1.036368004,0.031915920,0.999818103,107.637276941
control,16,115,post,full-window,12.000000000,32,,10,12.373036193,21.752072487,8.998854810,0.979178180,0.144848028,0.997965484,102.999960079
control,16,115,post,full-window,12.000000000,64,,9,12.373036193,20.400087158,8.584965993,1.006588796,0.059397216,0.999588397,105.217490364
control,16,115,post,full-window,12.000000000,256,,7,12.373036193,18.272079545,8.415320646,1.018073262,0.012378779,0.999972637,106.150353812
control,16,115,post,full-window,12.000000000,1024,,5,12.373036193,16.289193566,8.381545496,1.020454605,0.006974171,0.999985408,106.345187551
control,16,115,post,epoch,6,32,0,16,6.041673856,19.000000000,7.119058621,1.169565321,0.132551110,0.999276538,119.397329468
control,16,115,post,epoch,6,32,1,12,6.215614366,18.272079545,8.877420449,0.905284477,0.329807667,0.992393490,95.784730243
control,16,115,post,epoch,6,32,2,14,6.239793350,18.830074999,7.845728886,1.029833841,0.170877398,0.998459828,106.709777650
control,16,115,post,epoch,6,32,3,13,6.214100590,17.891475543,7.901106091,1.026316109,0.186727013,0.997892655,106.427452524
control,16,115,post,epoch,6,32,4,13,6.245027707,18.000000000,7.875772403,1.034478676,0.264332224,0.995776996,107.185725324
control,16,115,post,epoch,6,32,5,13,6.134000984,17.492205360,7.611642943,1.062503849,0.089957958,0.999510897,109.612012481
control,16,115,post,epoch,6,32,6,15,6.230175067,18.955605881,7.405884725,1.080020162,0.120293860,0.999328150,111.087820325
control,16,115,post,epoch,6,32,7,15,6.023872241,18.045803690,7.169305616,1.150356042,0.072850592,0.999753594,117.603485658
control,16,115,insertion,full-window,6.000000000,32,,17,6.165515833,21.752072487,8.935435233,1.040033442,0.222412384,0.998181350,108.778645677
control,16,115,insertion,full-window,6.000000000,64,,16,6.165515833,20.400087158,8.761825343,1.056061323,0.154126043,0.999021860,110.143712312
control,16,115,insertion,full-window,6.000000000,256,,14,6.165515833,18.272079545,8.609931574,1.070794967,0.123989250,0.999189099,111.406248428
control,16,115,insertion,full-window,6.000000000,1024,,12,6.165515833,16.289193566,8.466584251,1.085713870,0.106316585,0.999209565,112.695115817
control,16,115,insertion,full-window,8.000000000,32,,14,8.745626444,21.752072487,9.374992774,1.013945686,0.174497942,0.998393871,106.713778583
control,16,115,insertion,full-window,8.000000000,64,,13,8.745626444,20.400087158,9.140869660,1.032514792,0.098653621,0.999411770,108.262289725
control,16,115,insertion,full-window,8.000000000,256,,11,8.745626444,18.272079545,8.984345315,1.045423377,0.070760055,0.999590338,109.344989536
control,16,115,insertion,full-window,8.000000000,1024,,9,8.745626444,16.289193566,8.851930930,1.057064787,0.063600438,0.999528081,110.330150488
control,16,115,insertion,full-window,10.000000000,32,,12,10.517964132,21.752072487,9.688621800,0.996157561,0.152189460,0.998380305,105.319747678
control,16,115,insertion,full-window,10.000000000,64,,11,10.517964132,20.400087158,9.390137503,1.017734848,0.069175912,0.999608475,107.092682872
control,16,115,insertion,full-window,10.000000000,256,,9,10.517964132,18.272079545,9.237901660,1.029083037,0.034656027,0.999859879,108.029873187
control,16,115,insertion,full-window,10.000000000,1024,,7,10.517964132,16.289193566,9.145948545,1.036368004,0.031915920,0.999818103,108.637276941
control,16,115,insertion,full-window,12.000000000,32,,10,12.373036193,21.752072487,9.998854810,0.979178180,0.144848028,0.997965484,103.999960079
control,16,115,insertion,full-window,12.000000000,64,,9,12.373036193,20.400087158,9.584965993,1.006588796,0.059397216,0.999588397,106.217490364
control,16,115,insertion,full-window,12.000000000,256,,7,12.373036193,18.272079545,9.415320646,1.018073262,0.012378779,0.999972637,107.150353812
control,16,115,insertion,full-window,12.000000000,1024,,5,12.373036193,16.289193566,9.381545496,1.020454605,0.006974171,0.999985408,107.345187551
control,16,115,insertion,epoch,6,32,0,16,6.041673856,19.000000000,8.119058621,1.169565321,0.132551110,0.999276538,120.397329468
control,16,115,insertion,epoch,6,32,1,12,6.215614366,18.272079545,9.877420449,0.905284477,0.329807667,0.992393490,96.784730243
control,16,115,insertion,epoch,6,32,2,14,6.239793350,18.830074999,8.845728886,1.029833841,0.170877398,0.998459828,107.709777650
control,16,115,insertion,epoch,6,32,3,13,6.214100590,17.891475543,8.901106091,1.026316109,0.186727013,0.997892655,107.427452524
control,16,115,insertion,epoch,6,32,4,13,6.245027707,18.000000000,8.875772403,1.034478676,0.264332224,0.995776996,108.185725324
control,16,115,insertion,epoch,6,32,5,13,6.134000984,17.492205360,8.611642943,1.062503849,0.089957958,0.999510897,110.612012481
control,16,115,insertion,epoch,6,32,6,15,6.230175067,18.955605881,8.405884725,1.080020162,0.120293860,0.999328150,112.087820325
control,16,115,insertion,epoch,6,32,7,15,6.023872241,18.045803690,8.169305616,1.150356042,0.072850592,0.999753594,118.603485658
primary,16,120,post,full-window,6.000000000,32,,17,6.586805956,19.415037499,9.391548264,1.303866408,0.759713620,0.978780706,134.562723444
primary,16,120,post,full-window,6.000000000,64,,16,6.586805956,17.881058927,8.616090451,1.380532555,0.568830391,0.986676611,141.147215744
primary,16,120,post,full-window,6.000000000,256,,15,6.586805956,16.544672780,7.963616366,1.447247200,0.405038358,0.992383111,146.899347575
primary,16,120,post,full-window,6.000000000,1024,,13,6.586805956,14.482330612,7.078517208,1.542056163,0.193250600,0.997742837,155.115908835
primary,16,120,post,full-window,8.000000000,32,,14,8.373321316,19.415037499,10.719682524,1.214207541,0.660979319,0.976955060,127.283606494
primary,16,120,post,full-window,8.000000000,64,,13,8.373321316,17.881058927,9.768355022,1.298256336,0.494437830,0.985224415,134.400963308
primary,16,120,post,full-window,8.000000000,256,,12,8.373321316,16.544672780,8.930679126,1.374539813,0.347357987,0.991562408,140.886501132
primary,16,120,post,full-window,8.000000000,1024,,10,8.373321316,14.482330612,7.742613994,1.487335666,0.153637075,0.997711093,150.526837891
primary,16,120,post,full-window,10.000000000,32,,11,10.205431830,19.415037499,12.447329074,1.103516213,0.534865945,0.976593325,118.384885555
primary,16,120,post,full-window,10.000000000,64,,10,10.205431830,17.881058927,11.321405352,1.192970006,0.400216572,0.984468043,125.846525895
primary,16,120,post,full-window,10.000000000,256,,9,10.205431830,16.544672780,10.265760363,1.279212611,0.277067804,0.991043900,133.070171053
primary,16,120,post,full-window,10.000000000,1024,,7,10.205431830,14.482330612,8.653625715,1.416050456,0.111837411,0.997766499,144.594469527
primary,16,120,post,full-window,12.000000000,32,,8,12.184216456,19.415037499,14.725436152,0.965244328,0.367508959,0.980705309,107.388891622
primary,16,120,post,full-window,12.000000000,64,,7,12.184216456,17.881058927,13.500296017,1.052995696,0.272268152,0.986762510,114.587882825
primary,16,120,post,full-window,12.000000000,256,,6,12.184216456,16.544672780,12.256194609,1.144516579,0.182578742,0.992380572,122.129786150
primary,16,120,post,full-window,12.000000000,1024,,4,12.184216456,14.482330612,10.141276543,1.305901656,0.076442630,0.997662610,135.507835494
primary,16,120,post,epoch,6,32,0,12,6.389205831,16.167109986,10.383992792,1.137947271,0.453145065,0.985640528,119.626930781
primary,16,120,post,epoch,6,32,1,13,6.567588595,16.356143810,8.186811978,1.236053857,0.215939310,0.997181716,126.847982291
primary,16,120,post,epoch,6,32,2,16,6.042535153,16.912537159,10.774908323,1.431052502,1.008758938,0.958099046,148.155948508
primary,16,120,post,epoch,6,32,3,13,6.228226848,15.771181310,9.015397765,1.272140783,0.660005792,0.973672065,131.140912885
primary,16,120,post,epoch,6,32,4,12,6.574784097,16.093109404,8.437156169,1.173440737,0.131675676,0.998787519,121.087466954
primary,16,120,post,epoch,6,32,5,11,6.247331889,16.167109986,10.286888296,1.010759591,0.410922723,0.986184388,107.319809045
primary,16,120,post,epoch,6,32,6,16,6.354257143,16.642447995,8.218335152,1.512396908,0.664234006,0.981832661,153.408438360
primary,16,120,post,epoch,6,32,7,13,6.205736453,16.445411148,9.207725457,1.183064593,0.379323725,0.991303564,122.781926379
primary,16,120,insertion,full-window,6.000000000,32,,17,6.586805956,19.415037499,10.391548264,1.303866408,0.759713620,0.978780706,135.562723444
primary,16,120,insertion,full-window,6.000000000,64,,16,6.586805956,17.881058927,9.616090451,1.380532555,0.568830391,0.986676611,142.147215744
primary,16,120,insertion,full-window,6.000000000,256,,15,6.586805956,16.544672780,8.963616366,1.447247200,0.405038358,0.992383111,147.899347575
primary,16,120,insertion,full-window,6.000000000,1024,,13,6.586805956,14.482330612,8.078517208,1.542056163,0.193250600,0.997742837,156.115908835
primary,16,120,insertion,full-window,8.000000000,32,,14,8.373321316,19.415037499,11.719682524,1.214207541,0.660979319,0.976955060,128.283606494
primary,16,120,insertion,full-window,8.000000000,64,,13,8.373321316,17.881058927,10.768355022,1.298256336,0.494437830,0.985224415,135.400963308
primary,16,120,insertion,full-window,8.000000000,256,,12,8.373321316,16.544672780,9.930679126,1.374539813,0.347357987,0.991562408,141.886501132
primary,16,120,insertion,full-window,8.000000000,1024,,10,8.373321316,14.482330612,8.742613994,1.487335666,0.153637075,0.997711093,151.526837891
primary,16,120,insertion,full-window,10.000000000,32,,11,10.205431830,19.415037499,13.447329074,1.103516213,0.534865945,0.976593325,119.384885555
primary,16,120,insertion,full-window,10.000000000,64,,10,10.205431830,17.881058927,12.321405352,1.192970006,0.400216572,0.984468043,126.846525895
primary,16,120,insertion,full-window,10.000000000,256,,9,10.205431830,16.544672780,11.265760363,1.279212611,0.277067804,0.991043900,134.070171053
primary,16,120,insertion,full-window,10.000000000,1024,,7,10.205431830,14.482330612,9.653625715,1.416050456,0.111837411,0.997766499,145.594469527
primary,16,120,insertion,full-window,12.000000000,32,,8,12.184216456,19.415037499,15.725436152,0.965244328,0.367508959,0.980705309,108.388891622
primary,16,120,insertion,full-window,12.000000000,64,,7,12.184216456,17.881058927,14.500296017,1.052995696,0.272268152,0.986762510,115.587882825
primary,16,120,insertion,full-window,12.000000000,256,,6,12.184216456,16.544672780,13.256194609,1.144516579,0.182578742,0.992380572,123.129786150
primary,16,120,insertion,full-window,12.000000000,1024,,4,12.184216456,14.482330612,11.141276543,1.305901656,0.076442630,0.997662610,136.507835494
primary,16,120,insertion,epoch,6,32,0,12,6.389205831,16.167109986,11.383992792,1.137947271,0.453145065,0.985640528,120.626930781
primary,16,120,insertion,epoch,6,32,1,13,6.567588595,16.356143810,9.186811978,1.236053857,0.215939310,0.997181716,127.847982291
primary,16,120,insertion,epoch,6,32,2,16,6.042535153,16.912537159,11.774908323,1.431052502,1.008758938,0.958099046,149.155948508
primary,16,120,insertion,epoch,6,32,3,13,6.228226848,15.771181310,10.015397765,1.272140783,0.660005792,0.973672065,132.140912885
primary,16,120,insertion,epoch,6,32,4,12,6.574784097,16.093109404,9.437156169,1.173440737,0.131675676,0.998787519,122.087466954
primary,16,120,insertion,epoch,6,32,5,11,6.247331889,16.167109986,11.286888296,1.010759591,0.410922723,0.986184388,108.319809045
primary,16,120,insertion,epoch,6,32,6,16,6.354257143,16.642447995,9.218335152,1.512396908,0.664234006,0.981832661,154.408438360
primary,16,120,insertion,epoch,6,32,7,13,6.205736453,16.445411148,10.207725457,1.183064593,0.379323725,0.991303564,123.781926379
control,16,120,post,full-window,6.000000000,32,,25,6.220656556,22.000000000,6.118765189,1.518677630,0.266215296,0.998746136,151.911817645
control,16,120,post,full-window,6.000000000,64,,23,6.220656556,20.790546634,6.251208849,1.507041904,0.249055788,0.998712841,150.927231668
control,16,120,post,full-window,6.000000000,256,,19,6.220656556,18.422571172,6.442456494,1.489436641,0.236998961,0.998324799,149.428374014
control,16,120,post,full-window,6.000000000,1024,,17,6.220656556,16.950151451,6.559255943,1.477768183,0.238296349,0.997912311,148.425001483
control,16,120,post,full-window,8.000000000,32,,22,8.365667517,22.000000000,5.687995951,1.543449580,0.218681690,0.998919894,153.859155629
control,16,120,post,full-window,8.000000000,64,,20,8.365667517,20.790546634,5.824249998,1.532815145,0.208768290,0.998820277,152.974503934
control,16,120,post,full-window,8.000000000,256,,16,8.365667517,18.422571172,5.963843066,1.521630525,0.206784817,0.998239296,152.040373495
control,16,120,post,full-window,8.000000000,1024,,14,8.365667517,16.950151451,6.047858835,1.514252151,0.217949883,0.997494392,151.416065320
control,16,120,post,full-window,10.000000000,32,,19,10.545058166,22.000000000,5.197438075,1.570646856,0.169471452,0.999143422,155.979536204
control,16,120,post,full-window,10.000000000,64,,17,10.545058166,20.790546634,5.313977907,1.562458037,0.165666245,0.998990981,155.309949412
control,16,120,post,full-window,10.000000000,256,,13,10.545058166,18.422571172,5.249772556,1.567659501,0.157094938,0.998508423,155.745084698
control,16,120,post,full-window,10.000000000,1024,,11,10.545058166,16.950151451,5.128006643,1.576979524,0.165940033,0.997747047,156.518040970
control,16,120,post,full-window,12.000000000,32,,16,12.680257326,22.000000000,4.883517425,1.587468684,0.163251372,0.998902605,157.280511137
control,16,120,post,full-window,12.000000000,64,,14,12.680257326,20.790546634,4.991659652,1.580536666,0.164501733,0.998572616,156.723179610
control,16,120,post,full-window,12.000000000,256,,10,12.680257326,18.422571172,4.549182664,1.611059891,0.135368046,0.998223078,159.210932209
control,16,120,post,full-window,12.000000000,1024,,8,12.680257326,16.950151451,3.720974197,1.668927946,0.077086348,0.999151099,163.938056998
control,16,120,post,epoch,6,32,0,25,6.299418046,19.000000000,2.280198077,1.978622885,0.560886540,0.994434111,192.227995038
control,16,120,post,epoch,6,32,1,16,6.149605585,18.540568381,8.713850961,1.255505257,0.380423571,0.994040855,129.242355638
control,16,120,post,epoch,6,32,2,19,6.137471604,18.752072487,6.627938209,1.486873147,0.413800070,0.994893126,149.367760318
control,16,120,post,epoch,6,32,3,15,6.210842106,17.678071905,8.598845167,1.245690899,0.259357020,0.996876933,128.185171506
control,16,120,post,epoch,6,32,4,15,6.267998237,18.245112498,8.924781334,1.207021262,0.420953317,0.991772778,124.798822469
control,16,120,post,epoch,6,32,5,18,6.388730201,18.540568381,6.707722320,1.404978097,0.362221711,0.995667135,141.585619607
control,16,120,post,epoch,6,32,6,14,6.216963411,18.272079545,9.764252729,1.077586876,0.258070703,0.996487007,113.212592794
control,16,120,post,epoch,6,32,7,19,6.114768364,18.476438044,6.495547806,1.549764922,0.418605656,0.994773821,155.272980352
control,16,120,insertion,full-window,6.000000000,32,,25,6.220656556,22.000000000,7.118765189,1.518677630,0.266215296,0.998746136,152.911817645
control,16,120,insertion,full-window,6.000000000,64,,23,6.220656556,20.790546634,7.251208849,1.507041904,0.249055788,0.998712841,151.927231668
control,16,120,insertion,full-window,6.000000000,256,,19,6.220656556,18.422571172,7.442456494,1.489436641,0.236998961,0.998324799,150.428374014
control,16,120,insertion,full-window,6.000000000,1024,,17,6.220656556,16.950151451,7.559255943,1.477768183,0.238296349,0.997912311,149.425001483
control,16,120,insertion,full-window,8.000000000,32,,22,8.365667517,22.000000000,6.687995951,1.543449580,0.218681690,0.998919894,154.859155629
control,16,120,insertion,full-window,8.000000000,64,,20,8.365667517,20.790546634,6.824249998,1.532815145,0.208768290,0.998820277,153.974503934
control,16,120,insertion,full-window,8.000000000,256,,16,8.365667517,18.422571172,6.963843066,1.521630525,0.206784817,0.998239296,153.040373495
control,16,120,insertion,full-window,8.000000000,1024,,14,8.365667517,16.950151451,7.047858835,1.514252151,0.217949883,0.997494392,152.416065320
control,16,120,insertion,full-window,10.000000000,32,,19,10.545058166,22.000000000,6.197438075,1.570646856,0.169471452,0.999143422,156.979536204
control,16,120,insertion,full-window,10.000000000,64,,17,10.545058166,20.790546634,6.313977907,1.562458037,0.165666245,0.998990981,156.309949412
control,16,120,insertion,full-window,10.000000000,256,,13,10.545058166,18.422571172,6.249772556,1.567659501,0.157094938,0.998508423,156.745084698
control,16,120,insertion,full-window,10.000000000,1024,,11,10.545058166,16.950151451,6.128006643,1.576979524,0.165940033,0.997747047,157.518040970
control,16,120,insertion,full-window,12.000000000,32,,16,12.680257326,22.000000000,5.883517425,1.587468684,0.163251372,0.998902605,158.280511137
control,16,120,insertion,full-window,12.000000000,64,,14,12.680257326,20.790546634,5.991659652,1.580536666,0.164501733,0.998572616,157.723179610
control,16,120,insertion,full-window,12.000000000,256,,10,12.680257326,18.422571172,5.549182664,1.611059891,0.135368046,0.998223078,160.210932209
control,16,120,insertion,full-window,12.000000000,1024,,8,12.680257326,16.950151451,4.720974197,1.668927946,0.077086348,0.999151099,164.938056998
control,16,120,insertion,epoch,6,32,0,25,6.299418046,19.000000000,3.280198077,1.978622885,0.560886540,0.994434111,193.227995038
control,16,120,insertion,epoch,6,32,1,16,6.149605585,18.540568381,9.713850961,1.255505257,0.380423571,0.994040855,130.242355638
control,16,120,insertion,epoch,6,32,2,19,6.137471604,18.752072487,7.627938209,1.486873147,0.413800070,0.994893126,150.367760318
control,16,120,insertion,epoch,6,32,3,15,6.210842106,17.678071905,9.598845167,1.245690899,0.259357020,0.996876933,129.185171506
control,16,120,insertion,epoch,6,32,4,15,6.267998237,18.245112498,9.924781334,1.207021262,0.420953317,0.991772778,125.798822469
control,16,120,insertion,epoch,6,32,5,18,6.388730201,18.540568381,7.707722320,1.404978097,0.362221711,0.995667135,142.585619607
control,16,120,insertion,epoch,6,32,6,14,6.216963411,18.272079545,10.764252729,1.077586876,0.258070703,0.996487007,114.212592794
control,16,120,insertion,epoch,6,32,7,19,6.114768364,18.476438044,7.495547806,1.549764922,0.418605656,0.994773821,156.272980352
primary,16,125,post,full-window,6.000000000,32,,32,6.299678822,19.540568381,11.572657366,2.543333035,0.995184897,0.989108582,255.732628678
primary,16,125,post,full-window,6.000000000,64,,31,6.299678822,18.733213459,10.855022135,2.612376822,0.764466547,0.993166184,261.643197081
primary,16,125,post,full-window,6.000000000,256,,28,6.299678822,16.552916774,9.496210256,2.747570097,0.262803704,0.999017126,273.262939544
