load_percent,gap,replicates,operations_per_replicate,total_operations,metric,samples,threshold,exceed_count,probability,log2_inverse
120,5,4,1073741824,4294967296,insertion,4294967296,11,325992998,0.075901159551,3.71973426374
120,5,4,1073741824,4294967296,insertion,4294967296,12,185592522,0.0432116263546,4.53243665916
120,5,4,1073741824,4294967296,insertion,4294967296,13,106037898,0.024688872043,5.33999526399
120,5,4,1073741824,4294967296,insertion,4294967296,14,61070210,0.0142190163024,6.13603452965
120,5,4,1073741824,4294967296,insertion,4294967296,15,35439775,0.0082514656242,6.92113389125
120,5,4,1073741824,4294967296,insertion,4294967296,16,20666731,0.00481184828095,7.69919313005
120,5,4,1073741824,4294967296,insertion,4294967296,17,12084946,0.0028137457557,8.47329230916
120,5,4,1073741824,4294967296,insertion,4294967296,18,7072637,0.00164672662504,9.24618321316
120,5,4,1073741824,4294967296,insertion,4294967296,19,4138619,0.000963597325608,10.0192819901
120,5,4,1073741824,4294967296,insertion,4294967296,20,2423069,0.000564164714888,10.7915959427
120,5,4,1073741824,4294967296,insertion,4294967296,21,1416216,0.000329738482833,11.5663901099
120,5,4,1073741824,4294967296,insertion,4294967296,22,827536,0.000192675739527,12.3415374512
120,5,4,1073741824,4294967296,insertion,4294967296,23,482417,0.00011232146062,13.120078778
120,5,4,1073741824,4294967296,insertion,4294967296,24,279309,6.50316942483e-05,13.9084974641
120,5,4,1073741824,4294967296,insertion,4294967296,25,160548,3.73804941773e-05,14.7073548325
120,5,4,1073741824,4294967296,insertion,4294967296,26,91099,2.12106388062e-05,15.5248524029
120,5,4,1073741824,4294967296,insertion,4294967296,27,51119,1.19020696729e-05,16.3584280062
120,5,4,1073741824,4294967296,insertion,4294967296,28,28218,6.57001510262e-06,17.2156718824
120,5,4,1073741824,4294967296,insertion,4294967296,29,15325,3.568129614e-06,18.0964005465
120,5,4,1073741824,4294967296,insertion,4294967296,30,8102,1.88639387488e-06,19.0159376303
120,5,4,1073741824,4294967296,insertion,4294967296,31,4153,9.66945663095e-07,19.9800618436
120,5,4,1073741824,4294967296,insertion,4294967296,32,2035,4.73810359836e-07,21.0091869208
120,5,4,1073741824,4294967296,insertion,4294967296,33,935,2.17696651816e-07,22.1311774452
120,5,4,1073741824,4294967296,insertion,4294967296,34,412,9.59262251854e-08,23.3134994728
120,5,4,1073741824,4294967296,insertion,4294967296,35,172,4.00468707085e-08,24.5737352453
120,5,4,1073741824,4294967296,insertion,4294967296,36,73,1.69966369867e-08,25.8101754411
120,5,4,1073741824,4294967296,insertion,4294967296,37,32,7.45058059692e-09,27
120,5,4,1073741824,4294967296,insertion,4294967296,38,15,3.49245965481e-09,28.0931094044
120,5,4,1073741824,4294967296,insertion,4294967296,39,9,2.09547579288e-09,28.8300749986
120,5,4,1073741824,4294967296,insertion,4294967296,40,4,9.31322574615e-10,30
120,5,4,1073741824,4294967296,insertion,4294967296,41,0,0,inf
120,5,4,1073741824,4294967296,pre_batch,858993460,0,858993460,1,-0
120,5,4,1073741824,4294967296,pre_batch,858993460,1,858993075,0.999999551801,6.46614603076e-07
120,5,4,1073741824,4294967296,pre_batch,858993460,2,858961749,0.999963083537,5.32601807161e-05
120,5,4,1073741824,4294967296,pre_batch,858993460,3,858280899,0.999170469819,0.00119725572637
120,5,4,1073741824,4294967296,pre_batch,858993460,4,852114311,0.99199161656,0.0116001666121
120,5,4,1073741824,4294967296,pre_batch,858993460,5,823402495,0.958566663593,0.0610493271671
120,5,4,1073741824,4294967296,pre_batch,858993460,6,745328190,0.867676210247,0.204771320673
120,5,4,1073741824,4294967296,pre_batch,858993460,7,608596650,0.708499748066,0.49716075475
120,5,4,1073741824,4294967296,pre_batch,858993460,8,441482885,0.513953720905,0.960289637466
120,5,4,1073741824,4294967296,pre_batch,858993460,9,287815960,0.335061875791,1.57750055259
120,5,4,1073741824,4294967296,pre_batch,858993460,10,173623559,0.202124424789,2.30668442684
120,5,4,1073741824,4294967296,pre_batch,858993460,11,100234485,0.116688298186,3.0992682039
120,5,4,1073741824,4294967296,pre_batch,858993460,12,56943851,0.0662913673406,3.91503517925
120,5,4,1073741824,4294967296,pre_batch,858993460,13,32385468,0.0377016467622,4.72922864973
120,5,4,1073741824,4294967296,pre_batch,858993460,14,18572283,0.0216209830049,5.53142407262
120,5,4,1073741824,4294967296,pre_batch,858993460,15,10741503,0.0125047552749,6.32137936634
120,5,4,1073741824,4294967296,pre_batch,858993460,16,6256427,0.00728343962013,7.10116435745
120,5,4,1073741824,4294967296,pre_batch,858993460,17,3656242,0.00425642588711,7.87614177422
120,5,4,1073741824,4294967296,pre_batch,858993460,18,2141819,0.00249340547948,8.6476667706
120,5,4,1073741824,4294967296,pre_batch,858993460,19,1253554,0.00145932892202,9.42047919189
120,5,4,1073741824,4294967296,pre_batch,858993460,20,733645,0.000854075187022,10.193349299
120,5,4,1073741824,4294967296,pre_batch,858993460,21,428565,0.000498915323523,10.9689173991
120,5,4,1073741824,4294967296,pre_batch,858993460,22,251232,0.00029247254106,11.7394111967
120,5,4,1073741824,4294967296,pre_batch,858993460,23,146937,0.000171057181274,12.5132337074
120,5,4,1073741824,4294967296,pre_batch,858993460,24,85491,9.95246226904e-05,13.2945869775
120,5,4,1073741824,4294967296,pre_batch,858993460,25,49481,5.76034653395e-05,14.0834848698
120,5,4,1073741824,4294967296,pre_batch,858993460,26,28383,3.30421607634e-05,14.8853324408
120,5,4,1073741824,4294967296,pre_batch,858993460,27,15987,1.86113174831e-05,15.713460288
120,5,4,1073741824,4294967296,pre_batch,858993460,28,8882,1.0340008875e-05,16.5614030505
120,5,4,1073741824,4294967296,pre_batch,858993460,29,4888,5.6903809256e-06,17.4230433366
120,5,4,1073741824,4294967296,pre_batch,858993460,30,2608,3.03611159042e-06,18.3293437522
120,5,4,1073741824,4294967296,pre_batch,858993460,31,1360,1.58324837537e-06,19.2686809703
120,5,4,1073741824,4294967296,pre_batch,858993460,32,718,8.35862009939e-07,20.1902318726
120,5,4,1073741824,4294967296,pre_batch,858993460,33,314,3.65544110196e-07,21.3834511576
120,5,4,1073741824,4294967296,pre_batch,858993460,34,142,1.6530975684e-07,22.528324787
120,5,4,1073741824,4294967296,pre_batch,858993460,35,67,7.79982655514e-08,23.611982716
120,5,4,1073741824,4294967296,pre_batch,858993460,36,29,3.37604432984e-08,24.8200909113
120,5,4,1073741824,4294967296,pre_batch,858993460,37,7,8.1490725203e-09,26.8707169844
120,5,4,1073741824,4294967296,pre_batch,858993460,38,5,5.82076608593e-09,27.3561438116
120,5,4,1073741824,4294967296,pre_batch,858993460,39,4,4.65661286874e-09,27.6780719065
120,5,4,1073741824,4294967296,pre_batch,858993460,40,1,1.16415321719e-09,29.6780719065
120,5,4,1073741824,4294967296,pre_batch,858993460,41,0,0,inf
